id,query,category,pred_task_type,gold_task_type,pred_start,gold_start,pred_end,gold_end,pred_constraints,gold_constraints,pred_weights,gold_weights,pred_mode,gold_mode,task_type_match
L5_006#t2,从武汉大学实验室与设备管理处,L5_multiturn,path_planning,path_planning,,武汉大学实验室与设备管理处,,武汉大学梅园,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_007#t1,想去武汉大学人文社会科学研究院,L5_multiturn,path_planning,path_planning,,,武汉大学人文社会科学研究院,武汉大学人文社会科学研究院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_007#t2,从武汉大学社会主义学院,L5_multiturn,path_planning,path_planning,,武汉大学社会主义学院,,武汉大学人文社会科学研究院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_008#t1,从柠季手打柠檬茶(信息学部店)到遇见小面(工学部店),L5_multiturn,path_planning,path_planning,柠季手打柠檬茶(信息学部店),柠季手打柠檬茶(信息学部店),遇见小面(工学部店),遇见小面(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_008#t2,换成别走台阶的路线,L5_multiturn,path_planning,path_planning,柠季手打柠檬茶(信息学部店),柠季手打柠檬茶(信息学部店),遇见小面(工学部店),遇见小面(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L5_009#t1,从武汉大学足球场到武汉大学田园食堂,L5_multiturn,path_planning,path_planning,武汉大学足球场,武汉大学足球场,武汉大学田园食堂,武汉大学田园食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_009#t2,换成走风景好的路的路线,L5_multiturn,path_planning,path_planning,武汉大学足球场,武汉大学足球场,武汉大学田园食堂,武汉大学田园食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""high""}","{""distance"": 0.1, ""slope"": 0.1, ""scenery"": 0.8}","{""distance"": 0.175, ""slope"": 0.175, ""scenery"": 0.65}",walk,walk,1
L5_010#t1,从武汉大学梅园食堂到老樱园食堂,L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,老樱园食堂,老樱园食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_010#t2,换成哪条路最短的路线,L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,老樱园食堂,老樱园食堂,"{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""short"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}","{""distance"": 0.8, ""slope"": 0.1, ""scenery"": 0.1}",walk,walk,1
L5_011#t1,从有家黄焖鸡(武大店)到宝岛小厨(工学部店),L5_multiturn,path_planning,path_planning,有家黄焖鸡(武大店),有家黄焖鸡(武大店),宝岛小厨(工学部店),宝岛小厨(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_011#t2,换成走平缓一点的路，想一路看风景的路线,L5_multiturn,path_planning,path_planning,有家黄焖鸡(武大店),有家黄焖鸡(武大店),宝岛小厨(工学部店),宝岛小厨(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""high""}",null,"{""distance"": 0.1, ""slope"": 0.45, ""scenery"": 0.45}",walk,walk,1
L5_012#t1,从珞珈门到武汉大学半山庐,L5_multiturn,path_planning,path_planning,珞珈门,珞珈门,武汉大学半山庐,武汉大学半山庐,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_012#t2,我想骑单车过去,L5_multiturn,path_planning,path_planning,,珞珈门,,武汉大学半山庐,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L5_013#t1,从周麻婆川式小炒(武大店)到武汉大学湖滨风味食堂,L5_multiturn,path_planning,path_planning,周麻婆川式小炒(武大店),周麻婆川式小炒(武大店),武汉大学湖滨风味食堂,武汉大学湖滨风味食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_013#t2,我想骑单车过去,L5_multiturn,path_planning,path_planning,,周麻婆川式小炒(武大店),,武汉大学湖滨风味食堂,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L5_014#t1,从珞珈门到扬波门,L5_multiturn,path_planning,path_planning,珞珈门,珞珈门,扬波门,扬波门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_014#t2,还是骑车去吧,L5_multiturn,path_planning,path_planning,珞珈门,珞珈门,扬波门,扬波门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,bike,bike,1
L5_015#t1,从武汉大学医院到武汉大学文理学院珞涵屯,L5_multiturn,path_planning,path_planning,武汉大学医院,武汉大学医院,武汉大学文理学院珞涵屯,武汉大学文理学院珞涵屯,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_015#t2,不对，去珞瑜门,L5_multiturn,path_planning,path_planning,武汉大学医院,武汉大学医院,珞瑜门,珞瑜门,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_016#t1,从桂园一食堂到武汉大学水利水电学院,L5_multiturn,path_planning,path_planning,桂园一食堂,桂园一食堂,武汉大学水利水电学院,武汉大学水利水电学院,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_016#t2,不对，去吉野家(工学部店),L5_multiturn,path_planning,path_planning,桂园一食堂,桂园一食堂,吉野家(工学部店),吉野家(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_017#t1,从武汉大学梅园食堂到饱嗝食集(工学天地店),L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,饱嗝食集(工学天地店),饱嗝食集(工学天地店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_017#t2,不对，去茶百道(工学部店),L5_multiturn,path_planning,path_planning,武汉大学梅园食堂,武汉大学梅园食堂,茶百道(工学部店),茶百道(工学部店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_018#t1,从桂园食堂到武汉大学电力广场,L5_multiturn,path_planning,path_planning,桂园食堂,桂园食堂,武汉大学电力广场,武汉大学电力广场,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_018#t2,樱花大道在哪,L5_multiturn,poi_query,poi_query,武汉大学樱花大道,武汉大学樱花大道,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_018#t3,那继续，膝盖不好不想爬坡,L5_multiturn,path_planning,path_planning,桂园食堂,桂园食堂,武汉大学电力广场,武汉大学电力广场,"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L5_019#t1,从武汉大学信息学部学生四食堂到武汉大学火石山,L5_multiturn,path_planning,path_planning,武汉大学信息学部学生四食堂,武汉大学信息学部学生四食堂,武汉大学火石山,武汉大学火石山,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_019#t2,万林艺术博物馆在哪,L5_multiturn,poi_query,poi_query,武汉大学万林艺术博物馆,武汉大学万林艺术博物馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_019#t3,那继续，别走台阶,L5_multiturn,path_planning,path_planning,武汉大学信息学部学生四食堂,武汉大学信息学部学生四食堂,武汉大学火石山,武汉大学火石山,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}",null,"{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
L5_020#t1,从武汉大学工学部A教学楼到瑞幸咖啡(田园食堂店),L5_multiturn,path_planning,path_planning,武汉大学工学部A教学楼,武汉大学工学部A教学楼,瑞幸咖啡(田园食堂店),瑞幸咖啡(田园食堂店),"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_020#t2,万林艺术博物馆在哪,L5_multiturn,poi_query,poi_query,武汉大学万林艺术博物馆,武汉大学万林艺术博物馆,,,"{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""normal"", ""scenery"": ""normal""}",null,null,walk,walk,1
L5_020#t3,那继续，避开陡坡,L5_multiturn,path_planning,path_planning,武汉大学工学部A教学楼,武汉大学工学部A教学楼,瑞幸咖啡(田园食堂店),瑞幸咖啡(田园食堂店),"{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": ""medium"", ""slope"": ""avoid"", ""scenery"": ""normal""}","{""distance"": 0.1, ""slope"": 0.8, ""scenery"": 0.1}","{""distance"": 0.175, ""slope"": 0.65, ""scenery"": 0.175}",walk,walk,1
